deal_amount,contract_year,contract_month,contract_day,floor,plottage,land_use,build_year,building_age,building_type,building_detail_type,building_use,building_area,sig_cd,emd_cd,pnu,longitude,latitude,plat_area,arch_area,tot_area,elev_cnt,parklot_cnt,base_year_x,sig_store_cnt,sig_sales_amt,sig_sales_cnt,sig_delivery_amt,sig_delivery_cnt,sig_sales_restaurant_amt,sig_sales_service_amt,sig_sales_retail_amt,sig_sales_etc_amt,sig_sales_wk_amt,sig_sales_we_amt,sig_sales_morning_amt,sig_sales_afternoon_amt,sig_sales_evening_amt,sig_sales_night_amt,sig_sales_male_amt,sig_sales_female_amt,sig_sales_age20_amt,sig_sales_age30_amt,sig_sales_age40_amt,sig_sales_age50_amt,sig_sales_age60_amt,base_year_y,emd_store_cnt,emd_sales_amt,emd_sales_cnt,emd_delivery_amt,emd_delivery_cnt,emd_sales_restaurant_amt,emd_sales_service_amt,emd_sales_retail_amt,emd_sales_etc_amt,emd_sales_wk_amt,emd_sales_we_amt,emd_sales_morning_amt,emd_sales_afternoon_amt,emd_sales_evening_amt,emd_sales_night_amt,emd_sales_male_amt,emd_sales_female_amt,emd_sales_age20_amt,emd_sales_age30_amt,emd_sales_age40_amt,emd_sales_age50_amt,emd_sales_age60_amt,plp_amt,subway_dist,subway_500_cnt,subway_1000_cnt,base_year,walk_tot_cnt,walk_male_cnt,walk_female_cnt,walk_age_u20_cnt,walk_age_20_cnt,walk_age_30_cnt,walk_age_40_cnt,walk_age_50_cnt,walk_age_o50_cnt,walk_morning_cnt,walk_afternoon_cnt,walk_evening_cnt,walk_time_night_cnt
230000000,2023,2,18,8,,일반상업,2020,3.0,집합,상가/사무실,숙박,20.04,11140,11140160,1114016000101580000,126.99337982834169,37.56337991579684,1392.8,905.51,10890.19,3,31,2023,172475,165955729917526.0,2442850094.0,31293238210.0,1471208.0,3258842353927.0,47991016231982.0,16999005328835.0,97706866002782.0,145924862245432.0,20030867716522.0,40018340318888.0,86659100283884.0,24165214593547.0,15113352282577.0,78310410846347.0,76430368920029.0,11518148760572.0,33101157707478.0,48323260799290.0,38689542435504.0,23108670063535.0,2023,1505,34323226731.0,880164.0,10987066.0,416.0,11236002634.0,7867819549.0,4850927699.0,10368476849.0,26679445290.0,7643781698.0,3700615919.0,22135382194.0,7120186634.0,1367104070.0,18446343302.0,10851124491.0,3001683510.0,7788910498.0,4940887798.0,7375660392.0,6190325596.0,20370000.0,273.0,2.0,5.0,2023,26930568.3487657446018,13271365.59,13659202.79,870320.13,4447808.98,4037315.42,4018714.22,4580828.74,897558063.83,3887045.07,9934648.11,7503777.91,5605096.96
165000000,2022,4,20,0,,일반상업,1980,42.0,집합,상가/사무실,판매,5.45,11140,11140162,1114016200107770000,127.01191160338324,37.56864164242145,2938.7,2049.55,13491.86,3,29,2022,164664,151028677478982.0,2364907941.0,4648226101.0,231234.0,2962804511857.0,44132996731158.0,16485161470763.0,87447714765204.0,132175006442247.0,18853671737065.0,36824261527748.0,80054427565171.0,19827695509595.0,14322529463917.0,69898975546382.0,71466687169153.0,12234526782973.0,31711372647629.0,44802547290514.0,33669351724928.0,18947864269492.0,2022,25441,584062872016.0,21974566.0,1987933969.0,98434.0,191719880718.0,184736659793.0,195521303059.0,12085028446.0,440959406344.0,143103479297.0,78362518822.0,312046648617.0,148232562294.0,45423559777.0,278677630166.0,266444232820.0,69600214389.0,115375625823.0,115893017489.0,131197645944.0,113055359338.0,18870000.0,372.0,2.0,4.0,2022,36031476.615379167231,18340135.95,17691340.55,2274951.94,5316071.45,7208319.34,6357146.02,6092234.86,878275316.57,4506450.94,12436694.67,8653653.17,10434678.18
213000000,2021,1,7,10,,일반상업,2007,14.0,집합,상가/사무실,숙박,32.06,11140,11140168,1114016800101510000,126.97206543317051,37.56017658752781,5885.8,2973.92,70085.48,14,379,2021,158739,136847229383772.0,2091165731.0,0.0,0.0,2265498130971.0,39833779309053.0,11514255523710.0,83233696420038.0,120972324851512.0,15874904593045.0,27398518562473.0,80485483009681.0,17598484374611.0,11364446046558.0,63780768259248.0,62986267126002.0,12040073232091.0,29467162419578.0,40293607397362.0,29019903665277.0,15946288670940.0,2021,7171,39415513684023.0,500419296.0,0.0,0.0,35988557874.0,20771316109127.0,708551437938.0,17899657579084.0,32111461923871.0,7304051760176.0,6364802197492.0,21054948413819.0,6224307245763.0,5771316066138.0,14927641457441.0,17806145706029.0,5094393068159.0,9427413863368.0,9468341631715.0,5838931494373.0,2904707105854.0,28060000.0,355.0,2.0,5.0,2021,20541637.867866819831,8857523.68,6953062.54,557482.46,2131235.46,3520127.43,3872120.64,3014171.94,271519197.39,3060821.52,7180643.95,3801608.42,1767512.26
195000000,2022,10,11,8,,일반상업,2007,15.0,집합,상가/사무실,숙박,32.06,11140,11140168,1114016800101510000,126.97206543317051,37.56017658752781,5885.8,2973.92,70085.48,14,379,2022,164664,151028677478982.0,2364907941.0,4648226101.0,231234.0,2962804511857.0,44132996731158.0,16485161470763.0,87447714765204.0,132175006442247.0,18853671737065.0,36824261527748.0,80054427565171.0,19827695509595.0,14322529463917.0,69898975546382.0,71466687169153.0,12234526782973.0,31711372647629.0,44802547290514.0,33669351724928.0,18947864269492.0,2022,7774,42110669055197.0,513784191.0,23925934.0,926.0,38394477024.0,21219308881942.0,1774425609268.0,19078540086963.0,34456029105176.0,7654640038769.0,7957819557019.0,21545120019088.0,6654892670626.0,5952810932138.0,16045968526717.0,19066050481871.0,4811069320105.0,10001414815009.0,10441023370481.0,6480546994568.0,3377964508427.0,28060000.0,355.0,2.0,5.0,2022,20157495.238929804495,11065990.72,9091504.61,673587.77,2702814.48,4396772.88,4838274.24,3871826.56,367400983.51,3841287.27,9043184.57,4852256.02,2420767.18
215000000,2021,1,21,11,,일반상업,2007,14.0,집합,상가/사무실,숙박,32.06,11140,11140168,1114016800101510000,126.97206543317051,37.56017658752781,5885.8,2973.92,70085.48,14,379,2021,158739,136847229383772.0,2091165731.0,0.0,0.0,2265498130971.0,39833779309053.0,11514255523710.0,83233696420038.0,120972324851512.0,15874904593045.0,27398518562473.0,80485483009681.0,17598484374611.0,11364446046558.0,63780768259248.0,62986267126002.0,12040073232091.0,29467162419578.0,40293607397362.0,29019903665277.0,15946288670940.0,2021,7171,39415513684023.0,500419296.0,0.0,0.0,35988557874.0,20771316109127.0,708551437938.0,17899657579084.0,32111461923871.0,7304051760176.0,6364802197492.0,21054948413819.0,6224307245763.0,5771316066138.0,14927641457441.0,17806145706029.0,5094393068159.0,9427413863368.0,9468341631715.0,5838931494373.0,2904707105854.0,28060000.0,355.0,2.0,5.0,2021,20541637.867866819831,8857523.68,6953062.54,557482.46,2131235.46,3520127.43,3872120.64,3014171.94,271519197.39,3060821.52,7180643.95,3801608.42,1767512.26
210000000,2020,12,3,11,,일반상업,2007,13.0,집합,상가/사무실,숙박,32.06,11140,11140168,1114016800101510000,126.97206543317051,37.56017658752781,5885.8,2973.92,70085.48,14,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28060000.0,355.0,2.0,5.0,2020,20541637.867866819831,8857523.68,6953062.54,557482.46,2131235.46,3520127.43,3872120.64,3014171.94,271519197.39,3060821.52,7180643.95,3801608.42,1767512.26
220000000,2021,2,1,14,,일반상업,2007,14.0,집합,상가/사무실,숙박,37.67,11140,11140168,1114016800101510000,126.97206543317051,37.56017658752781,5885.8,2973.92,70085.48,14,379,2021,158739,136847229383772.0,2091165731.0,0.0,0.0,2265498130971.0,39833779309053.0,11514255523710.0,83233696420038.0,120972324851512.0,15874904593045.0,27398518562473.0,80485483009681.0,17598484374611.0,11364446046558.0,63780768259248.0,62986267126002.0,12040073232091.0,29467162419578.0,40293607397362.0,29019903665277.0,15946288670940.0,2021,7171,39415513684023.0,500419296.0,0.0,0.0,35988557874.0,20771316109127.0,708551437938.0,17899657579084.0,32111461923871.0,7304051760176.0,6364802197492.0,21054948413819.0,6224307245763.0,5771316066138.0,14927641457441.0,17806145706029.0,5094393068159.0,9427413863368.0,9468341631715.0,5838931494373.0,2904707105854.0,28060000.0,355.0,2.0,5.0,2021,20541637.867866819831,8857523.68,6953062.54,557482.46,2131235.46,3520127.43,3872120.64,3014171.94,271519197.39,3060821.52,7180643.95,3801608.42,1767512.26
211510000,2020,5,6,10,,일반상업,2006,14.0,집합,상가/사무실,업무,35.88,11140,11140168,1114016800102150000,126.96965523871536,37.56315236516331,2722.8,1356.19,31292.5,7,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18390000.0,428.0,2.0,4.0,2020,15314392.274738322580,6512198.28,6318225.69,1227318.72,1526279.59,2902959.07,3048299.40,2304473.73,182109389.33,2517529.14,5679200.53,2784993.52,1848701.10
240000000,2021,3,30,6,,일반상업,2006,15.0,집합,상가/사무실,업무,38.22,11140,11140168,1114016800102150000,126.96965523871536,37.56315236516331,2722.8,1356.19,31292.5,7,176,2021,158739,136847229383772.0,2091165731.0,0.0,0.0,2265498130971.0,39833779309053.0,11514255523710.0,83233696420038.0,120972324851512.0,15874904593045.0,27398518562473.0,80485483009681.0,17598484374611.0,11364446046558.0,63780768259248.0,62986267126002.0,12040073232091.0,29467162419578.0,40293607397362.0,29019903665277.0,15946288670940.0,2021,7171,39415513684023.0,500419296.0,0.0,0.0,35988557874.0,20771316109127.0,708551437938.0,17899657579084.0,32111461923871.0,7304051760176.0,6364802197492.0,21054948413819.0,6224307245763.0,5771316066138.0,14927641457441.0,17806145706029.0,5094393068159.0,9427413863368.0,9468341631715.0,5838931494373.0,2904707105854.0,18390000.0,428.0,2.0,4.0,2021,15314392.274738322580,6512198.28,6318225.69,1227318.72,1526279.59,2902959.07,3048299.40,2304473.73,182109389.33,2517529.14,5679200.53,2784993.52,1848701.10
410000000,2020,12,17,3,,일반상업,2006,14.0,집합,상가/사무실,업무,74.02,11140,11140168,1114016800102150000,126.96965523871536,37.56315236516331,2722.8,1356.19,31292.5,7,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18390000.0,428.0,2.0,4.0,2020,15314392.274738322580,6512198.28,6318225.69,1227318.72,1526279.59,2902959.07,3048299.40,2304473.73,182109389.33,2517529.14,5679200.53,2784993.52,1848701.10
850530000,2020,12,28,11,,준주거,2001,19.0,집합,상가/사무실,업무,98.88,11140,11140171,1114017100105000000,126.96625591999309,37.560426928492795,3048.3,1256.49,33628.55,5,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13670000.0,83.0,1.0,4.0,2020,15362707.273402546980,6152412.77,6431766.26,1115039.68,1619620.42,2430153.94,2393065.89,2220405.41,280581309.85,2076420.05,4448063.04,3213100.49,2846595.33
400000000,2021,12,23,2,,일반상업,2011,10.0,집합,상가/사무실,업무,51.03,11140,11140121,1114012100102080000,126.98192195110556,37.55825810781901,7460.8,3730.35,113221.92,10,861,2021,158739,136847229383772.0,2091165731.0,0.0,0.0,2265498130971.0,39833779309053.0,11514255523710.0,83233696420038.0,120972324851512.0,15874904593045.0,27398518562473.0,80485483009681.0,17598484374611.0,11364446046558.0,63780768259248.0,62986267126002.0,12040073232091.0,29467162419578.0,40293607397362.0,29019903665277.0,15946288670940.0,2021,2663,178460466651.0,2469897.0,0.0,0.0,17517984421.0,19674548256.0,135383195236.0,5884738738.0,128766382840.0,49694083992.0,14794094282.0,130312436023.0,30488887123.0,2863812221.0,58540980076.0,62046138639.0,16453292488.0,29676984209.0,31510082257.0,27342638203.0,15604121556.0,22740000.0,278.0,2.0,4.0,2021,19966662.5375809966174,6871045.06,7620656.61,705715.28,2305368.43,2742788.61,2734755.56,2517192.94,348578410.38,2175948.33,6624924.86,3545354.23,2145474.56
338500000,2022,4,7,2,,일반상업,2021,1.0,집합,상가/사무실,제2종근린생활,46.31,11140,11140132,1114013200103340000,126.99751945474308,37.56291931102084,1383.9,986.82,15894.49,3,47,2022,164664,151028677478982.0,2364907941.0,4648226101.0,231234.0,2962804511857.0,44132996731158.0,16485161470763.0,87447714765204.0,132175006442247.0,18853671737065.0,36824261527748.0,80054427565171.0,19827695509595.0,14322529463917.0,69898975546382.0,71466687169153.0,12234526782973.0,31711372647629.0,44802547290514.0,33669351724928.0,18947864269492.0,2022,2136,32139674181.0,1368771.0,52567288.0,2680.0,20493645557.0,2570444514.0,7254174752.0,1821409358.0,27016938276.0,5122750781.0,2368322301.0,14958228062.0,10590426688.0,4222777004.0,20354652159.0,9008101245.0,5788072766.0,5255242510.0,6375060494.0,7192543123.0,4751834509.0,14860000.0,291.0,2.0,5.0,2022,18803981.961860471049,11005036.26,7798945.54,792399.93,3662302.74,2686880.59,2855261.44,3853206.02,495367005.92,3004039.05,7765935.96,4822728.55,3211278.82
329000000,2022,4,7,15,,일반상업,2021,1.0,집합,상가/사무실,숙박,31.36,11140,11140132,1114013200103340000,126.99751945474308,37.56291931102084,1383.9,986.82,15894.49,3,47,2022,164664,151028677478982.0,2364907941.0,4648226101.0,231234.0,2962804511857.0,44132996731158.0,16485161470763.0,87447714765204.0,132175006442247.0,18853671737065.0,36824261527748.0,80054427565171.0,19827695509595.0,14322529463917.0,69898975546382.0,71466687169153.0,12234526782973.0,31711372647629.0,44802547290514.0,33669351724928.0,18947864269492.0,2022,2136,32139674181.0,1368771.0,52567288.0,2680.0,20493645557.0,2570444514.0,7254174752.0,1821409358.0,27016938276.0,5122750781.0,2368322301.0,14958228062.0,10590426688.0,4222777004.0,20354652159.0,9008101245.0,5788072766.0,5255242510.0,6375060494.0,7192543123.0,4751834509.0,14860000.0,291.0,2.0,5.0,2022,18803981.961860471049,11005036.26,7798945.54,792399.93,3662302.74,2686880.59,2855261.44,3853206.02,495367005.92,3004039.05,7765935.96,4822728.55,3211278.82
160000000,2021,11,29,10,,일반상업,2005,16.0,집합,상가/사무실,숙박,32.68,11140,11140133,1114013300100220005,127.00074224628915,37.56385078909955,1216.0,729.47,11622.471000000001,2,48,2021,158739,136847229383772.0,2091165731.0,0.0,0.0,2265498130971.0,39833779309053.0,11514255523710.0,83233696420038.0,120972324851512.0,15874904593045.0,27398518562473.0,80485483009681.0,17598484374611.0,11364446046558.0,63780768259248.0,62986267126002.0,12040073232091.0,29467162419578.0,40293607397362.0,29019903665277.0,15946288670940.0,2021,1045,21948784624.0,873043.0,0.0,0.0,8965169860.0,7755753110.0,4479135693.0,748725961.0,17859883831.0,4088901046.0,2032718806.0,13144030627.0,5747313319.0,1024702133.0,13121419062.0,7788312274.0,5462816218.0,4910049258.0,3690178871.0,4832988905.0,2013698080.0,10720000.0,347.0,2.0,6.0,2021,16139276.145647185139,7116390.63,5113760.45,582905.69,2198948.29,2091381.76,2016063.35,2426930.42,291365244.12,2108271.02,5048345.26,2768796.80,2304737.58
162000000,2022,6,6,8,,일반상업,2005,17.0,집합,상가/사무실,숙박,32.68,11140,11140133,1114013300100220005,127.00074224628915,37.56385078909955,1216.0,729.47,11622.471000000001,2,48,2022,164664,151028677478982.0,2364907941.0,4648226101.0,231234.0,2962804511857.0,44132996731158.0,16485161470763.0,87447714765204.0,132175006442247.0,18853671737065.0,36824261527748.0,80054427565171.0,19827695509595.0,14322529463917.0,69898975546382.0,71466687169153.0,12234526782973.0,31711372647629.0,44802547290514.0,33669351724928.0,18947864269492.0,2022,1000,24789898801.0,967254.0,60929244.0,3470.0,12272819202.0,7505634803.0,3952624052.0,1058820744.0,20026538404.0,4763360397.0,1899995991.0,14291901939.0,6165419324.0,2432552486.0,14546180312.0,9361553712.0,6830648946.0,5117746952.0,4213916455.0,4919784616.0,2825637057.0,10720000.0,347.0,2.0,6.0,2022,16972138.135455565669,9533296.89,7438841.25,779009.01,3088476.01,2908660.82,2587554.24,3177488.61,442936024.61,2873231.99,6662418.51,3959229.24,3477258.12
190000000,2023,3,16,10,,일반상업,2005,18.0,집합,상가/사무실,숙박,43.34,11140,11140133,1114013300100220005,127.00074224628915,37.56385078909955,1216.0,729.47,11622.471000000001,2,48,2023,172475,165955729917526.0,2442850094.0,31293238210.0,1471208.0,3258842353927.0,47991016231982.0,16999005328835.0,97706866002782.0,145924862245432.0,20030867716522.0,40018340318888.0,86659100283884.0,24165214593547.0,15113352282577.0,78310410846347.0,76430368920029.0,11518148760572.0,33101157707478.0,48323260799290.0,38689542435504.0,23108670063535.0,2023,1017,30965408513.0,1225243.0,490493048.0,26805.0,14992924344.0,10579377814.0,4003788071.0,1389318284.0,24575162790.0,6390245723.0,2937876987.0,17510892354.0,7430411453.0,3086106562.0,16994954202.0,12788569351.0,8816169249.0,6322779834.0,5061378831.0,5780995764.0,3802199873.0,10720000.0,347.0,2.0,6.0,2023,20283866.6306770256431,10036855.92,10247010.71,827317.26,3473163.80,3207567.64,2750630.45,3190919.54,683369005.06,3038788.82,6954805.19,4692267.05,5598004.91
95000000,2021,4,3,5,,일반상업,2003,18.0,집합,상가/사무실,숙박,16.44,11140,11140148,1114014800100320000,127.00538994560964,37.56616321456166,1005.8,557.42,7526.56,2,41,2021,158739,136847229383772.0,2091165731.0,0.0,0.0,2265498130971.0,39833779309053.0,11514255523710.0,83233696420038.0,120972324851512.0,15874904593045.0,27398518562473.0,80485483009681.0,17598484374611.0,11364446046558.0,63780768259248.0,62986267126002.0,12040073232091.0,29467162419578.0,40293607397362.0,29019903665277.0,15946288670940.0,2021,7511,238572986097.0,6521069.0,0.0,0.0,31931406785.0,47513890385.0,153950519032.0,5177169895.0,151493860367.0,87079128585.0,14707079684.0,155288339111.0,62651210307.0,5926390114.0,100664342484.0,134076162441.0,43198008646.0,67202730873.0,55537854748.0,43565510284.0,25236400371.0,19810000.0,221.0,1.0,5.0,2021,18517085.495869215319,7090760.62,6886699.17,751850.45,2891297.21,2639906.11,2249785.13,2320040.76,312437121.71,1993242.97,5498532.13,3854777.57,2630907.50
100000000,2022,8,31,8,,일반상업,1997,25.0,집합,상가/사무실,업무,24.48,11140,11140154,1114015400102060003,127.00189741963881,37.56404819360848,715.1,428.65,7353.21,2,0,2022,164664,151028677478982.0,2364907941.0,4648226101.0,231234.0,2962804511857.0,44132996731158.0,16485161470763.0,87447714765204.0,132175006442247.0,18853671737065.0,36824261527748.0,80054427565171.0,19827695509595.0,14322529463917.0,69898975546382.0,71466687169153.0,12234526782973.0,31711372647629.0,44802547290514.0,33669351724928.0,18947864269492.0,2022,2364,29824447888.0,694415.0,0.0,0.0,12545481112.0,3598537392.0,12870303888.0,810125496.0,22990613970.0,6833834977.0,3818379209.0,20502869585.0,4335101355.0,1167994148.0,16503669343.0,11616577999.0,1288343825.0,3814874530.0,4488307630.0,6582916432.0,11945804925.0,9884000.0,217.0,2.0,5.0,2022,18273973.028766895087,9857719.11,8416253.91,817308.68,3387334.98,3299397.14,2811297.67,3232660.20,472408032.40,3080635.23,7080989.66,4325035.83,3787311.84
195000000,2020,11,20,5,,일반상업,2007,13.0,집합,상가/사무실,제1종근린생활,28.28,11140,11140161,1114016100100780000,126.98967837689013,37.56545289472088,1176.55,677.54,11570.78,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22940000.0,96.0,1.0,7.0,2020,25255381.951601504492,10892042.39,7812433.57,370533.59,3518196.85,4037521.73,3847779.88,3509062.51,342116312.20,3116344.37,8390074.32,5077127.91,2120929.79
176000000,2020,11,17,1,,제2종일반주거,2014,6.0,집합,상가/사무실,제2종근린생활,29.75,11140,11140162,1114016200103330046,127.01408314894229,37.55706199461564,331.0,198.24,661.77,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496000.0,423.0,2.0,4.0,2020,17412928.278071372057,6204541.38,6735088.25,2269801.62,1825827.29,1784733.34,1768857.52,1996814.45,329359491.28,1790086.71,3915405.78,3675865.39,3558271.32
120000000,2023,3,23,1,,일반상업,2003,20.0,집합,상가/사무실,제1종근린생활,31.5,11140,11140165,1114016500109810000,127.02251829317437,37.56719044274088,1047.6,627.21,6248.34,1,53,2023,172475,165955729917526.0,2442850094.0,31293238210.0,1471208.0,3258842353927.0,47991016231982.0,16999005328835.0,97706866002782.0,145924862245432.0,20030867716522.0,40018340318888.0,86659100283884.0,24165214593547.0,15113352282577.0,78310410846347.0,76430368920029.0,11518148760572.0,33101157707478.0,48323260799290.0,38689542435504.0,23108670063535.0,2023,7266,223609400887.0,6831314.0,2365914267.0,88125.0,52006558063.0,29362449802.0,139904700154.0,2335692868.0,149743186627.0,73866217031.0,20201847037.0,122883311693.0,64897196534.0,15623139364.0,112156318324.0,108910051118.0,21740533014.0,48481728702.0,50912772573.0,51375508242.0,48555826907.0,7993000.0,288.0,1.0,3.0,2023,29428816.7060411251601,13884880.44,15543936.17,3628912.55,4076693.48,5084835.49,3996931.63,4685289.99,795615326.20,3761489.43,8625904.48,7761753.47,9279668.92
190000000,2021,5,4,3,,일반상업,2018,3.0,집합,상가/사무실,제2종근린생활,39.8,11140,11140165,1114016500116650000,127.02277686560235,37.56966690480297,204.64,107.25,806.45,1,8,2021,158739,136847229383772.0,2091165731.0,0.0,0.0,2265498130971.0,39833779309053.0,11514255523710.0,83233696420038.0,120972324851512.0,15874904593045.0,27398518562473.0,80485483009681.0,17598484374611.0,11364446046558.0,63780768259248.0,62986267126002.0,12040073232091.0,29467162419578.0,40293607397362.0,29019903665277.0,15946288670940.0,2021,7008,176225266430.0,5548182.0,0.0,0.0,28879554092.0,23154826087.0,122743781379.0,1447104872.0,121080055930.0,55145211899.0,16893355027.0,103046284760.0,50040907176.0,6243762042.0,89254780012.0,85638393164.0,19705475472.0,38979632263.0,38029525108.0,42965856658.0,35212683679.0,5848000.0,593.0,,3.0,2021,24993145.688978818453,9830660.93,9821427.67,2378540.19,2891769.22,3360472.44,2857413.98,3125001.28,503889192.72,2596577.82,6530514.86,5053305.93,5471689.84
285000000,2021,11,9,11,,일반상업,1985,36.0,집합,상가/사무실,업무,27.78,11140,11140166,1114016600100750095,126.97405880048473,37.562663984044036,,,,,,2021,158739,136847229383772.0,2091165731.0,0.0,0.0,2265498130971.0,39833779309053.0,11514255523710.0,83233696420038.0,120972324851512.0,15874904593045.0,27398518562473.0,80485483009681.0,17598484374611.0,11364446046558.0,63780768259248.0,62986267126002.0,12040073232091.0,29467162419578.0,40293607397362.0,29019903665277.0,15946288670940.0,2021,3210,242628574956.0,6308622.0,0.0,0.0,78684815597.0,118955014811.0,41828555565.0,3160188983.0,224808419481.0,17820155972.0,40339939413.0,159202752321.0,39956463391.0,3130154611.0,145178033177.0,92365522130.0,24075543655.0,51525441671.0,66866012469.0,67078634816.0,27997922698.0,31910000.0,38.0,1.0,4.0,2021,21155611.801530485588,9243560.61,8140062.18,950485.92,2280294.42,3761996.79,4267479.36,3334712.97,278839696.89,3263981.43,8317254.53,4050335.94,1752050.87
260000000,2021,3,18,13,,일반상업,1985,36.0,집합,상가/사무실,업무,26.37,11140,11140166,1114016600100750095,126.97405880048473,37.562663984044036,,,,,,2021,158739,136847229383772.0,2091165731.0,0.0,0.0,2265498130971.0,39833779309053.0,11514255523710.0,83233696420038.0,120972324851512.0,15874904593045.0,27398518562473.0,80485483009681.0,17598484374611.0,11364446046558.0,63780768259248.0,62986267126002.0,12040073232091.0,29467162419578.0,40293607397362.0,29019903665277.0,15946288670940.0,2021,3210,242628574956.0,6308622.0,0.0,0.0,78684815597.0,118955014811.0,41828555565.0,3160188983.0,224808419481.0,17820155972.0,40339939413.0,159202752321.0,39956463391.0,3130154611.0,145178033177.0,92365522130.0,24075543655.0,51525441671.0,66866012469.0,67078634816.0,27997922698.0,31910000.0,38.0,1.0,4.0,2021,21155611.801530485588,9243560.61,8140062.18,950485.92,2280294.42,3761996.79,4267479.36,3334712.97,278839696.89,3263981.43,8317254.53,4050335.94,1752050.87
205000000,2020,6,19,20,,일반상업,2007,13.0,집합,상가/사무실,숙박,32.06,11140,11140168,1114016800101510000,126.97206543317051,37.56017658752781,5885.8,2973.92,70085.48,14,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28060000.0,355.0,2.0,5.0,2020,20541637.867866819831,8857523.68,6953062.54,557482.46,2131235.46,3520127.43,3872120.64,3014171.94,271519197.39,3060821.52,7180643.95,3801608.42,1767512.26
225000000,2020,8,17,13,,일반상업,2007,13.0,집합,상가/사무실,숙박,32.06,11140,11140168,1114016800101510000,126.97206543317051,37.56017658752781,5885.8,2973.92,70085.48,14,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28060000.0,355.0,2.0,5.0,2020,20541637.867866819831,8857523.68,6953062.54,557482.46,2131235.46,3520127.43,3872120.64,3014171.94,271519197.39,3060821.52,7180643.95,3801608.42,1767512.26
168000000,2023,1,17,12,,일반상업,2007,16.0,집합,상가/사무실,숙박,32.06,11140,11140168,1114016800101510000,126.97206543317051,37.56017658752781,5885.8,2973.92,70085.48,14,379,2023,172475,165955729917526.0,2442850094.0,31293238210.0,1471208.0,3258842353927.0,47991016231982.0,16999005328835.0,97706866002782.0,145924862245432.0,20030867716522.0,40018340318888.0,86659100283884.0,24165214593547.0,15113352282577.0,78310410846347.0,76430368920029.0,11518148760572.0,33101157707478.0,48323260799290.0,38689542435504.0,23108670063535.0,2023,8482,45818829931991.0,493129940.0,288143876.0,13212.0,38138962651.0,20574825889278.0,2534982220294.0,22670882859768.0,38235389433060.0,7583440501055.0,8607119684704.0,25070138117443.0,6298856500760.0,5843266854423.0,16893098932271.0,19739155241553.0,4142601384875.0,9917361513160.0,10950299576446.0,7350228242420.0,4271763456922.0,28060000.0,355.0,2.0,5.0,2023,23676288.4646442989752,12416559.28,11259729.25,840107.24,2973865.67,4871786.72,5346169.56,4622059.19,502213264.56,4352157.49,10739272.91,5541288.71,3043569.48
184000000,2022,12,13,19,,일반상업,2007,15.0,집합,상가/사무실,숙박,42.19,11140,11140168,1114016800101510000,126.97206543317051,37.56017658752781,5885.8,2973.92,70085.48,14,379,2022,164664,151028677478982.0,2364907941.0,4648226101.0,231234.0,2962804511857.0,44132996731158.0,16485161470763.0,87447714765204.0,132175006442247.0,18853671737065.0,36824261527748.0,80054427565171.0,19827695509595.0,14322529463917.0,69898975546382.0,71466687169153.0,12234526782973.0,31711372647629.0,44802547290514.0,33669351724928.0,18947864269492.0,2022,7774,42110669055197.0,513784191.0,23925934.0,926.0,38394477024.0,21219308881942.0,1774425609268.0,19078540086963.0,34456029105176.0,7654640038769.0,7957819557019.0,21545120019088.0,6654892670626.0,5952810932138.0,16045968526717.0,19066050481871.0,4811069320105.0,10001414815009.0,10441023370481.0,6480546994568.0,3377964508427.0,28060000.0,355.0,2.0,5.0,2022,20157495.238929804495,11065990.72,9091504.61,673587.77,2702814.48,4396772.88,4838274.24,3871826.56,367400983.51,3841287.27,9043184.57,4852256.02,2420767.18
227000000,2020,6,11,21,,일반상업,2007,13.0,집합,상가/사무실,숙박,41.7,11140,11140168,1114016800101510000,126.97206543317051,37.56017658752781,5885.8,2973.92,70085.48,14,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28060000.0,355.0,2.0,5.0,2020,20541637.867866819831,8857523.68,6953062.54,557482.46,2131235.46,3520127.43,3872120.64,3014171.94,271519197.39,3060821.52,7180643.95,3801608.42,1767512.26
